movie,movie_id,guest_names,guest_ids,count
The Emperor of Time,380114,['Richard Evans'],[124617],1
The Passionate Strangers,335075,['Valora Noland'],[16019],1
The Summer Children,298534,['Valora Noland'],[16019],1
Muscle Beach Party,27376,['Valora Noland'],[16019],1
Beach Party,26484,['Valora Noland'],[16019],1
Comanche Station,1673,['Skip Homeier'],[16017],1
The Ghost & Mr. Chicken,13343,['Skip Homeier'],[16017],1
Cry Vengeance,35913,['Skip Homeier'],[16017],1
The Tall T,43253,['Skip Homeier'],[16017],1
Black Widow,44052,['Skip Homeier'],[16017],1
Beachhead,62753,['Skip Homeier'],[16017],1
Fixed Bayonets!,46875,['Skip Homeier'],[16017],1
Stark Fear,80687,['Skip Homeier'],[16017],1
Thunder Over Arizona,76152,['Skip Homeier'],[16017],1
Bullet for a Badman,128437,['Skip Homeier'],[16017],1
The Last Posse,113225,['Skip Homeier'],[16017],1
Stranger at My Door,132808,['Skip Homeier'],[16017],1
Dawn at Socorro,138949,"['Skip Homeier', 'David Brian']","[16017, 16016]",2
Showdown at Eagle Gap,164263,['Skip Homeier'],[16017],1
The Big Cat,167788,['Skip Homeier'],[16017],1
Boys Ranch,231489,['Skip Homeier'],[16017],1
Mickey,252366,['Skip Homeier'],[16017],1
"Tomorrow, the World!",101297,['Skip Homeier'],[16017],1
Voyage of the Yes,404123,['Skip Homeier'],[16017],1
The Road to Denver,208897,['Skip Homeier'],[16017],1
No Road Back,408526,['Skip Homeier'],[16017],1
Sailor Beware,39015,['Skip Homeier'],[16017],1
The Wild Wild West Revisited,85341,['Skip Homeier'],[16017],1
Johnny Shiloh,455002,['Skip Homeier'],[16017],1
Halls of Montezuma,38766,['Skip Homeier'],[16017],1
The Lone Gun,197605,['Skip Homeier'],[16017],1
Ten Wanted Men,64368,['Skip Homeier'],[16017],1
Day of the Badman,445341,['Skip Homeier'],[16017],1
Plunderers of Painted Flats,210725,['Skip Homeier'],[16017],1
Helter Skelter,17200,"['Skip Homeier', 'Roy Jenson']","[16017, 12298]",2
Tiger by the Tail,2985,['Skip Homeier'],[16017],1
Beyond the Forest,35896,['David Brian'],[16016],1
Castle of Evil,29298,['David Brian'],[16016],1
The Damned Don't Cry,36656,['David Brian'],[16016],1
Million Dollar Mermaid,43189,['David Brian'],[16016],1
Intruder in the Dust,80572,['David Brian'],[16016],1
Fort Worth,72474,['David Brian'],[16016],1
The Great Jewel Robber,123070,['David Brian'],[16016],1
No Place to Hide,124224,['David Brian'],[16016],1
Ambush at Tomahawk Gap,126891,['David Brian'],[16016],1
Springfield Rifle,111043,['David Brian'],[16016],1
A Perilous Journey,146004,['David Brian'],[16016],1
The White Squaw,149584,['David Brian'],[16016],1
The Rabbit Trap,149585,['David Brian'],[16016],1
Ghost of the China Sea,251691,['David Brian'],[16016],1
Fury at Gunsight Pass,280657,['David Brian'],[16016],1
The First Traveling Saleslady,187534,['David Brian'],[16016],1
How the West Was Won,11897,['David Brian'],[16016],1
Brave New World,38699,['Julie Cobb'],[121041],1
Jelly,93251,['Julie Cobb'],[121041],1
Lisa,95730,['Julie Cobb'],[121041],1
Steel Cowboy,326235,['Julie Cobb'],[121041],1
Uncommon Valor,358165,['Julie Cobb'],[121041],1
To find my son,368501,['Julie Cobb'],[121041],1
Baby Girl Scott,218486,['Julie Cobb'],[121041],1
The Death Squad,83417,['Julie Cobb'],[121041],1
Life of a King,201550,['Carlton Byrd'],[1183648],1
Woodlawn,333596,['Carlton Byrd'],[1183648],1
Almost Friends,436459,['Carlton Byrd'],[1183648],1
Forbidden Planet,830,['Warren Stevens'],[12310],1
The Amazing Captain Nemo,1851,['Warren Stevens'],[12310],1
Madigan,4931,"['Warren Stevens', 'Michael Dunn', 'Steve Ihnat']","[12310, 16085, 16101]",3
Women's Prison,25788,['Warren Stevens'],[12310],1
The Barefoot Contessa,34689,['Warren Stevens'],[12310],1
Deadline - U.S.A.,36334,['Warren Stevens'],[12310],1
Mr. Belvedere Rings the Bell,62483,['Warren Stevens'],[12310],1
The Case Against Brooklyn,44873,['Warren Stevens'],[12310],1
Gorilla at Large,72313,['Warren Stevens'],[12310],1
Phone Call from a Stranger,76229,['Warren Stevens'],[12310],1
Stagecoach to Dancers' Rock,132945,['Warren Stevens'],[12310],1
Duel on the Mississippi,183996,['Warren Stevens'],[12310],1
The Student Body,194720,['Warren Stevens'],[12310],1
On the Threshold of Space,220614,['Warren Stevens'],[12310],1
Robbers' Roost,241819,['Warren Stevens'],[12310],1
The I Don't Care Girl,279660,['Warren Stevens'],[12310],1
The Trail to Hope Rose,68940,['Warren Stevens'],[12310],1
O. Henry's Full House,24006,['Warren Stevens'],[12310],1
Shark River,459639,['Warren Stevens'],[12310],1
Gunfire at Indian Gap,206384,['Warren Stevens'],[12310],1
Das Wetter in geschlossenen Räumen,378331,['Barbara Bouchet'],[16021],1
Agent for H.A.R.M.,31240,['Barbara Bouchet'],[16021],1
Casino Royale,12208,['Barbara Bouchet'],[16021],1
La tarantola dal ventre nero,26504,['Barbara Bouchet'],[16021],1
Milano Calibro 9,40022,['Barbara Bouchet'],[16021],1
La dama rossa uccide sette volte,40130,['Barbara Bouchet'],[16021],1
Paura: Lucio Fulci Remembered - Volume 1,29949,['Barbara Bouchet'],[16021],1
Il debito coniugale,62590,['Barbara Bouchet'],[16021],1
The Scarlet and the Black,44691,['Barbara Bouchet'],[16021],1
L'anatra all'arancia,64034,['Barbara Bouchet'],[16021],1
Alla ricerca del piacere,64528,['Barbara Bouchet'],[16021],1
The French Sex Murders,39910,['Barbara Bouchet'],[16021],1
"Sabato, domenica e venerdì",67180,['Barbara Bouchet'],[16021],1
Spaghetti a mezzanotte,48283,['Barbara Bouchet'],[16021],1
Non si sevizia un paperino,49361,['Barbara Bouchet'],[16021],1
Butterfly Zone: il senso della farfalla,68985,['Barbara Bouchet'],[16021],1
Come perdere una moglie e trovare un'amante,81835,['Barbara Bouchet'],[16021],1
Mari del sud,73074,['Barbara Bouchet'],[16021],1
"La moglie in vacanza, l'amante in città",73620,['Barbara Bouchet'],[16021],1
Danger Route,85625,['Barbara Bouchet'],[16021],1
Finalmente le mille e una notte,101529,['Barbara Bouchet'],[16021],1
Quelli che contano,104261,['Barbara Bouchet'],[16021],1
L'uomo dagli occhi di ghiaccio,105098,['Barbara Bouchet'],[16021],1
Diamanti sporchi di sangue,105403,['Barbara Bouchet'],[16021],1
Con la rabbia agli occhi,114609,['Barbara Bouchet'],[16021],1
Le calde notti di Don Giovanni,201244,['Barbara Bouchet'],[16021],1
Amore vuol dir gelosia,207586,['Barbara Bouchet'],[16021],1
Colpo Rovente,188620,['Barbara Bouchet'],[16021],1
Una cavalla tutta nuda,251359,['Barbara Bouchet'],[16021],1
La calandria,226789,['Barbara Bouchet'],[16021],1
Stoney,249946,['Barbara Bouchet'],[16021],1
Un tipo con una faccia strana ti cerca per ucciderti,86637,['Barbara Bouchet'],[16021],1
Tutti possono arricchire tranne i poveri,257810,['Barbara Bouchet'],[16021],1
Travolto dagli affetti familiari,290617,['Barbara Bouchet'],[16021],1
In Harm's Way,37921,['Barbara Bouchet'],[16021],1
Non commettere atti impuri,292613,['Barbara Bouchet'],[16021],1
La svergognata,293172,['Barbara Bouchet'],[16021],1
Forza 'G',293962,['Barbara Bouchet'],[16021],1
Valeria dentro e fuori,294085,['Barbara Bouchet'],[16021],1
Liquirizia,296387,['Barbara Bouchet'],[16021],1
Gangs of New York,3131,['Barbara Bouchet'],[16021],1
Trailer for a Remake of Gore Vidal's Caligula,308783,['Barbara Bouchet'],[16021],1
Perché non facciamo l' amore,311129,['Barbara Bouchet'],[16021],1
L'amica di mia madre,327753,['Barbara Bouchet'],[16021],1
Racconti proibiti... di niente vestiti,261647,['Barbara Bouchet'],[16021],1
Το αγκίστρι,278286,['Barbara Bouchet'],[16021],1
The Outsider - Il Cinema Di Antonio Margheriti,336151,"['Barbara Bouchet', 'Fred Williamson']","[16021, 9811]",2
Crema cioccolato e pa...prika,350565,['Barbara Bouchet'],[16021],1
Il tuo piacere è il mio,393692,['Barbara Bouchet'],[16021],1
"Per favore, occupati di Amelia",418731,['Barbara Bouchet'],[16021],1
L'appuntamento,419102,['Barbara Bouchet'],[16021],1
Nokaut,225446,['Barbara Bouchet'],[16021],1
"Spogliamoci così, senza pudor...",2070,['Barbara Bouchet'],[16021],1
Diamond Connection,284198,['Barbara Bouchet'],[16021],1
La badessa di Castro,124392,['Barbara Bouchet'],[16021],1
L'âne d'or,433052,['Barbara Bouchet'],[16021],1
Giallo?,479543,['Barbara Bouchet'],[16021],1
Per le antiche scale,105529,['Barbara Bouchet'],[16021],1
40 gradi all'ombra del lenzuolo,214051,['Barbara Bouchet'],[16021],1
Ізі,466997,['Barbara Bouchet'],[16021],1
The Uneven Rome,467119,['Barbara Bouchet'],[16021],1
Sono fotogenico,75336,['Barbara Bouchet'],[16021],1
In Search of Fellini,446697,['Barbara Bouchet'],[16021],1
Godzilla,929,['Lloyd Kino'],[1116836],1
돌아오지 않는 해병,146949,['Lloyd Kino'],[1116836],1
Seizure: The Story of Kathy Morris,216167,['Lloyd Kino'],[1116836],1
Surf Party,101286,['Lloyd Kino'],[1116836],1
Rock of Ages,80585,['Irene Kelly'],[1754177],1
The Getaway,5916,['Roy Jenson'],[12298],1
Telefon,22090,['Roy Jenson'],[12298],1
Bustin' Loose,31361,['Roy Jenson'],[12298],1
The Car,24655,['Roy Jenson'],[12298],1
Dillinger,28110,['Roy Jenson'],[12298],1
Sometimes a Great Notion,40083,['Roy Jenson'],[12298],1
Any Which Way You Can,17169,['Roy Jenson'],[12298],1
The Helicopter Spies,79468,['Roy Jenson'],[12298],1
Westward the Women,101557,['Roy Jenson'],[12298],1
Hit Lady,98136,['Roy Jenson'],[12298],1
Demonoid: Messenger of Death,103071,['Roy Jenson'],[12298],1
Waterhole #3,54011,['Roy Jenson'],[12298],1
Deadly Stranger,172178,['Roy Jenson'],[12298],1
Journey Through Rosebud,279001,"['Roy Jenson', 'Roy Jenson']","[12298, 12298]",2
The Glass House,242920,['Roy Jenson'],[12298],1
Nightmare Honeymoon,98128,['Roy Jenson'],[12298],1
Force Five,388095,['Roy Jenson'],[12298],1
Harper,26268,['Roy Jenson'],[12298],1
Red Dawn,1880,['Roy Jenson'],[12298],1
99 and 44/100% Dead,52661,['Roy Jenson'],[12298],1
Un extraño en la casa,447229,['Roy Jenson'],[12298],1
13 Ghosts,29756,['Roy Jenson'],[12298],1
Powderkeg,272238,"['Roy Jenson', 'Michael Ansara']","[12298, 16074]",2
The Wind and the Lion,14815,['Roy Jenson'],[12298],1
Dinosaur Valley Girls,30505,['William Marshall'],[16028],1
Maverick,9359,['William Marshall'],[16028],1
To Trap a Spy,26357,['William Marshall'],[16028],1
Sorceress,28529,['William Marshall'],[16028],1
Scream Blacula Scream,42466,['William Marshall'],[16028],1
Demetrius and the Gladiators,43332,"['William Marshall', 'Jay Robinson']","[16028, 16097]",2
Something of Value,67521,['William Marshall'],[16028],1
Twilight's Last Gleaming,75938,['William Marshall'],[16028],1
Abby,78075,['William Marshall'],[16028],1
Sabu and the Magic Ring,129967,['William Marshall'],[16028],1
Othello,233756,"['William Marshall', 'Jay Robinson']","[16028, 16097]",2
Lydia Bailey,297594,['William Marshall'],[16028],1
Pee-Wee's Playhouse Christmas Special,49041,['William Marshall'],[16028],1
The Great Skycopter Rescue,323696,['William Marshall'],[16028],1
Honky,134186,['William Marshall'],[16028],1
The Hell with Heroes,339678,['William Marshall'],[16028],1
Vasectomy: A Delicate Matter,380705,['William Marshall'],[16028],1
Amazon Women on the Moon,5709,['William Marshall'],[16028],1
Rebel Without a Cause,221,['Ian Wolfe'],[2782],1
The Lost World,2982,['Ian Wolfe'],[2782],1
Blondie,3924,['Ian Wolfe'],[2782],1
Dressed to Kill,20417,['Ian Wolfe'],[2782],1
Pollyanna,31102,['Ian Wolfe'],[2782],1
On Dangerous Ground,31152,['Ian Wolfe'],[2782],1
Bedlam,24111,['Ian Wolfe'],[2782],1
Mr. Blandings Builds His Dream House,32294,['Ian Wolfe'],[2782],1
The Pearl of Death,33421,['Ian Wolfe'],[2782],1
The Scarlet Claw,33423,['Ian Wolfe'],[2782],1
The Invisible Man's Revenge,28425,['Ian Wolfe'],[2782],1
Colorado Territory,28484,['Ian Wolfe'],[2782],1
99 River Street,36949,['Ian Wolfe'],[2782],1
The Prince and the Pauper,37025,['Ian Wolfe'],[2782],1
The Barretts of Wimpole Street,43693,['Ian Wolfe'],[2782],1
Allegheny Uprising,43825,['Ian Wolfe'],[2782],1
The Captive City,62006,['Ian Wolfe'],[2782],1
The Falcon in Danger,44169,['Ian Wolfe'],[2782],1
They Live by Night,44190,['Ian Wolfe'],[2782],1
The Falcon's Adventure,47315,['Ian Wolfe'],[2782],1
The Raven,17907,['Ian Wolfe'],[2782],1
Reds,18254,['Ian Wolfe'],[2782],1
The Son of Monte Cristo,80086,['Ian Wolfe'],[2782],1
Julia Misbehaves,69483,['Ian Wolfe'],[2782],1
The Seniors,50992,['Ian Wolfe'],[2782],1
The Marauders,51657,['Ian Wolfe'],[2782],1
The Emperor's Candlesticks,53853,['Ian Wolfe'],[2782],1
Checking Out,54501,['Ian Wolfe'],[2782],1
Games,76875,['Ian Wolfe'],[2782],1
The Actress,98364,['Ian Wolfe'],[2782],1
The Devil's Daughter,98903,['Ian Wolfe'],[2782],1
About Mrs. Leslie,120259,['Ian Wolfe'],[2782],1
Hudson's Bay,141651,['Ian Wolfe'],[2782],1
Gaby,110612,['Ian Wolfe'],[2782],1
The Petty Girl,146148,['Ian Wolfe'],[2782],1
Murder in the Blue Room,149777,['Ian Wolfe'],[2782],1
That Way With Women,136008,['Ian Wolfe'],[2782],1
The Leavenworth Case,205475,['Ian Wolfe'],[2782],1
Mask of the Avenger,174624,['Ian Wolfe'],[2782],1
Society Lawyer,198143,['Ian Wolfe'],[2782],1
The Bold Caballero,215486,['Ian Wolfe'],[2782],1
The Merry Monahans,218095,['Ian Wolfe'],[2782],1
Desire Me,235414,['Ian Wolfe'],[2782],1
Scandal at Scourie,226689,['Ian Wolfe'],[2782],1
The Searching Wind,242907,['Ian Wolfe'],[2782],1
The Man from Down Under,245268,['Ian Wolfe'],[2782],1
Adventure in Washington,248903,['Ian Wolfe'],[2782],1
You Can't Take It With You,34106,['Ian Wolfe'],[2782],1
On Borrowed Time,40730,['Ian Wolfe'],[2782],1
The Fountain,263190,['Ian Wolfe'],[2782],1
The Wonderful World of the Brothers Grimm,28367,['Ian Wolfe'],[2782],1
The Brighton Strangler,109151,['Ian Wolfe'],[2782],1
The Terminal Man,32940,['Ian Wolfe'],[2782],1
Singapore Woman,283670,['Ian Wolfe'],[2782],1
Something for the Birds,291834,['Ian Wolfe'],[2782],1
Please Believe Me,85828,['Ian Wolfe'],[2782],1
The Mighty Barnum,99472,['Ian Wolfe'],[2782],1
Earthbound,297870,['Ian Wolfe'],[2782],1
Up the Academy,33670,['Ian Wolfe'],[2782],1
Secret Agent of Japan,319983,['Ian Wolfe'],[2782],1
Tell No Tales,120921,['Ian Wolfe'],[2782],1
The Devil Is a Sissy,88031,['Ian Wolfe'],[2782],1
The Judge Steps Out,332079,['Ian Wolfe'],[2782],1
Mr. Sycamore,281567,['Ian Wolfe'],[2782],1
Lincoln in the White House,342152,['Ian Wolfe'],[2782],1
The White Angel,292633,['Ian Wolfe'],[2782],1
Fast and Loose,179107,['Ian Wolfe'],[2782],1
Blondie Brings Up Baby,3929,['Ian Wolfe'],[2782],1
The Return of Doctor X,3575,['Ian Wolfe'],[2782],1
Tomorrow Is Forever,44100,['Ian Wolfe'],[2782],1
Without Reservations,33077,['Ian Wolfe'],[2782],1
Manhandled,36461,"['Ian Wolfe', 'Keye Luke']","[2782, 16103]",2
Abe Lincoln in Illinois,43806,['Ian Wolfe'],[2782],1
Blonde Ransom,380613,['Ian Wolfe'],[2782],1
Mutiny on the Bounty,12311,"['Ian Wolfe', 'Gil Perkins']","[2782, 1214919]",2
We Who Are Young,394768,['Ian Wolfe'],[2782],1
Government Girl,73430,['Ian Wolfe'],[2782],1
Eagle Squadron,97845,['Ian Wolfe'],[2782],1
Don't You Believe It,417412,['Ian Wolfe'],[2782],1
The Younger Brothers,129461,['Ian Wolfe'],[2782],1
The Moon Is Down,113534,['Ian Wolfe'],[2782],1
The Silver Chalice,65212,['Ian Wolfe'],[2782],1
Mae West,266111,['Ian Wolfe'],[2782],1
The Verdict,35123,['Ian Wolfe'],[2782],1
The Mystery of the Riverboat,255731,['Ian Wolfe'],[2782],1
The Dark Side of the Earth,462046,['Ian Wolfe'],[2782],1
Zombies on Broadway,30183,['Ian Wolfe'],[2782],1
The White Cliffs of Dover,52440,['Ian Wolfe'],[2782],1
Dishonored Lady,33079,['Ian Wolfe'],[2782],1
Crime Against Joe,35918,['Rhodes Reason'],[16033],1
Kingu Kongu no Gyakushū,39276,['Rhodes Reason'],[16033],1
Yellowstone Kelly,72160,['Rhodes Reason'],[16033],1
Cruisin' High,122406,['Rhodes Reason'],[16033],1
The Big Fisherman,193733,['Rhodes Reason'],[16033],1
A Fever In The Blood,119593,['Rhodes Reason'],[16033],1
"A Sensitive, Passionate Man",360049,['Rhodes Reason'],[16033],1
The Desperados Are in Town,460791,['Rhodes Reason'],[16033],1
Mummy's Boys,84454,['Gil Perkins'],[1214919],1
Valley of the Dragons,87966,['Gil Perkins'],[1214919],1
Confessions of a Nazi Spy,99920,['Gil Perkins'],[1214919],1
Second Fiddle,43835,['Gil Perkins'],[1214919],1
Teenage Monster,133907,['Gil Perkins'],[1214919],1
Traffic with the Devil,240422,['Gil Perkins'],[1214919],1
Blackmail,109714,['Gil Perkins'],[1214919],1
The Nitwits,89978,['Gil Perkins'],[1214919],1
East of Eden,220,['Gil Perkins'],[1214919],1
Raging Bull,1578,['Gil Perkins'],[1214919],1
Captains Courageous,16515,['Gil Perkins'],[1214919],1
Wildcat Bus,211651,"['Gil Perkins', 'Keye Luke']","[1214919, 16103]",2
Twilight on the Rio Grande,289988,['Gil Perkins'],[1214919],1
Brave Warrior,138140,"['Gil Perkins', 'Michael Ansara']","[1214919, 16074]",2
The Steel Fist,356176,['Gil Perkins'],[1214919],1
Riders of Death Valley,384395,['Gil Perkins'],[1214919],1
Trouble Man,21949,['William Smithers'],[16030],1
Attack,32087,['William Smithers'],[16030],1
Deathsport,28735,['William Smithers'],[16030],1
The Neon Ceiling,266188,['William Smithers'],[16030],1
Some Call It Loving,168228,['Logan Ramsey'],[16031],1
What's the Matter with Helen?,42530,['Logan Ramsey'],[16031],1
Pass the Ammo,92383,['Logan Ramsey'],[16031],1
The Hoodlum Priest,93892,['Logan Ramsey'],[16031],1
The Devil and Miss Sarah,252880,['Logan Ramsey'],[16031],1
Father Damien: The Leper Priest,358833,['Logan Ramsey'],[16031],1
The Wide World of Mystery: Night Train to Terror,386099,['Logan Ramsey'],[16031],1
The Beast Within,40219,"['Logan Ramsey', 'Ron Soble']","[16031, 161405]",2
Girls Are for Loving,70235,['Sheila Leighton'],[1563106],1
How Sweet It Is!,242097,['Sheila Leighton'],[1563106],1
MacArthur,31037,['Marj Dusay'],[16047],1
Sweet November,97936,['Marj Dusay'],[16047],1
A Chronicle of Corpses,121399,['Marj Dusay'],[16047],1
Dead of Night: A Darkness at Blaisedon,151725,['Marj Dusay'],[16047],1
Love Walked In,215373,['Marj Dusay'],[16047],1
少女小漁,238845,['Marj Dusay'],[16047],1
Love Matters,282904,['Marj Dusay'],[16047],1
Murder in Peyton Place,274441,['Marj Dusay'],[16047],1
A Fire in the Sky,337883,['Marj Dusay'],[16047],1
Daughters of Privilege,387725,['Marj Dusay'],[16047],1
1999 A.D.,414750,['Marj Dusay'],[16047],1
James Dean,2141,['Joanne Linville'],[16051],1
The Goddess,3081,['Joanne Linville'],[16051],1
The Seduction,30038,['Joanne Linville'],[16051],1
Gable and Lombard,96696,['Joanne Linville'],[16051],1
Secrets,425279,['Joanne Linville'],[16051],1
From the Dead of Night,132447,['Joanne Linville'],[16051],1
Retro Puppet Master,26960,['Jack Donner'],[16052],1
Farm House,14866,['Jack Donner'],[16052],1
Soulkeeper,63188,['Jack Donner'],[16052],1
Cool Air,47286,['Jack Donner'],[16052],1
All About Evil,70448,['Jack Donner'],[16052],1
Johnny Mysto: Boy Wizard,146813,"['Jack Donner', 'Michael Ansara']","[16052, 16074]",2
Pirates of the Caribbean: Tales of the Code: Wedlocked,230652,['Jack Donner'],[16052],1
Anatomy of Deception,301297,['Jack Donner'],[16052],1
Night of the Templar,107334,['Jack Donner'],[16052],1
The Night God Screamed,161692,['Jack Donner'],[16052],1
Four Christmases,12193,['Jack Donner'],[16052],1
Demon Under Glass,74019,['Jack Donner'],[16052],1
Escape from Hell Island,200966,['Jack Donner'],[16052],1
Exorcism,298547,['Jack Donner'],[16052],1
Badman's Territory,38807,['Richard Hale'],[16055],1
Short Cut to Hell,51555,['Richard Hale'],[16055],1
The Man with a Cloak,83664,['Richard Hale'],[16055],1
Canyon Crossroads,91910,['Richard Hale'],[16055],1
The Diamond Queen,184351,"['Richard Hale', 'Michael Ansara']","[16055, 16074]",2
The Law and the Lady,235416,['Richard Hale'],[16055],1
The Man Who Dared,257085,['Richard Hale'],[16055],1
Caribbean,207300,['Richard Hale'],[16055],1
The Other Love,140090,['Richard Hale'],[16055],1
Soldiers Three,193015,"['Richard Hale', 'Michael Ansara']","[16055, 16074]",2
San Antone,344585,['Richard Hale'],[16055],1
All the King's Men,25430,['Richard Hale'],[16055],1
The Girl in the Case,388920,['Richard Hale'],[16055],1
Abilene Town,22349,['Richard Hale'],[16055],1
Red Garters,156566,['Richard Hale'],[16055],1
Angels in the Outfield,45588,['Richard Hale'],[16055],1
The Desert Hawk,184202,"['Richard Hale', 'Michael Ansara']","[16055, 16074]",2
The Devil's Mask,48795,['Richard Hale'],[16055],1
The Boss' Son,464946,['Rudy Solari'],[1214926],1
Kings of the Sun,80027,['Rudy Solari'],[1214926],1
Teenage Mutant Ninja Turtles,1498,['Brian Tochi'],[16060],1
The Omega Man,11234,['Brian Tochi'],[16060],1
The Lion King,8587,['Brian Tochi'],[16060],1
Revenge of the Nerds,14052,['Brian Tochi'],[16060],1
The Silent Force,151007,['Brian Tochi'],[16060],1
Police Academy 3: Back in Training,12118,['Brian Tochi'],[16060],1
Police Academy 4: Citizens on Patrol,10587,['Brian Tochi'],[16060],1
Teenage Mutant Ninja Turtles III,1499,['Brian Tochi'],[16060],1
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497,['Brian Tochi'],[16060],1
The Iron Giant,10386,['Brian Tochi'],[16060],1
Revenge of the Nerds III: The Next Generation,18543,['Brian Tochi'],[16060],1
Revenge of the Nerds IV: Nerds In Love,21029,['Brian Tochi'],[16060],1
Fight Club,550,['Brian Tochi'],[16060],1
The Beguiled,31906,['Pamelyn Ferdin'],[16059],1
The Toolbox Murders,27495,['Pamelyn Ferdin'],[16059],1
Charlotte's Web,15171,['Pamelyn Ferdin'],[16059],1
A Boy Named Charlie Brown,15374,['Pamelyn Ferdin'],[16059],1
"Happy Birthday, Wanda June",69218,['Pamelyn Ferdin'],[16059],1
Heidi's Song,56827,['Pamelyn Ferdin'],[16059],1
The Cat in the Hat,43580,['Pamelyn Ferdin'],[16059],1
"It Was a Short Summer, Charlie Brown",52955,['Pamelyn Ferdin'],[16059],1
"Play It Again, Charlie Brown",55443,['Pamelyn Ferdin'],[16059],1
Oliver and the Artful Dodger,400656,['Pamelyn Ferdin'],[16059],1
Smoke,206354,['Pamelyn Ferdin'],[16059],1
The Christine Jorgensen Story,94551,['Pamelyn Ferdin'],[16059],1
Daughter of the Mind,42462,['Pamelyn Ferdin'],[16059],1
The Rolling Stones: Gimme Shelter,132,['Melvin Belli'],[1436],1
Lady of the House,359081,['Melvin Belli'],[1436],1
Wild in the Streets,42688,['Melvin Belli'],[1436],1
One Hundred and One Dalmatians,12230,['David Frankham'],[16063],1
Tales of Terror,29074,['David Frankham'],[16063],1
Return of the Fly,38126,['David Frankham'],[16063],1
Master of the World,72693,['David Frankham'],[16063],1
Panic in Year Zero!,27568,['Rex Holman'],[16066],1
The Choppers,114214,['Rex Holman'],[16066],1
The Quick Gun,125589,"['Rex Holman', 'Gregg Palmer']","[16066, 16071]",2
When the North Wind Blows,250188,['Rex Holman'],[16066],1
13 Fighting Men,359195,['Rex Holman'],[16066],1
Napoleon and Samantha,42486,['Rex Holman'],[16066],1
Young Jesse James,175153,['Rex Holman'],[16066],1
The Daughters of Joshua Cabe,150807,['Ron Soble'],[161405],1
Gun Fight,169583,"['Ron Soble', 'Gregg Palmer']","[161405, 16071]",2
Walk Tall,345784,['Ron Soble'],[161405],1
Seems Like Old Times,28124,['Bill Zuckert'],[16070],1
Under the Gun,291908,['Bill Zuckert'],[16070],1
Critters 3,12702,['Bill Zuckert'],[16070],1
There Was a Little Boy,113890,['Bill Zuckert'],[16070],1
California Gold Rush,225422,['Bill Zuckert'],[16070],1
How To Frame A Figg,44157,"['Bill Zuckert', 'Yvonne Craig']","[16070, 16102]",2
The Shootist,12584,['Gregg Palmer'],[16071],1
Magnificent Obsession,13457,['Gregg Palmer'],[16071],1
The Man With Bogart's Face,36460,"['Gregg Palmer', 'Jay Robinson']","[16071, 16097]",2
Zombies of Mora Tau,38120,['Gregg Palmer'],[16071],1
The McKenzie Break,45398,['Gregg Palmer'],[16071],1
The Battle at Apache Pass,38682,['Gregg Palmer'],[16071],1
Footsteps in the Night,46449,['Gregg Palmer'],[16071],1
The Creature Walks Among Us,39408,['Gregg Palmer'],[16071],1
"Taza, Son of Cochise",81417,['Gregg Palmer'],[16071],1
From Hell It Came,84058,['Gregg Palmer'],[16071],1
The Cat Burglar,84766,['Gregg Palmer'],[16071],1
Revolt at Fort Laramie,102966,['Gregg Palmer'],[16071],1
Sally and Saint Anne,111028,['Gregg Palmer'],[16071],1
The Rebel Set,127186,['Gregg Palmer'],[16071],1
"Ci risiamo, vero Provvidenza?",127620,['Gregg Palmer'],[16071],1
"La vita, a volte, è molto dura, vero Provvidenza?",112563,['Gregg Palmer'],[16071],1
Column South,164561,['Gregg Palmer'],[16071],1
Mongo's Back in Town,191278,"['Gregg Palmer', 'Johnny Haymer']","[16071, 151695]",2
The Female Animal,254002,['Gregg Palmer'],[16071],1
The Sad Horse,243497,['Gregg Palmer'],[16071],1
The All American,259298,['Gregg Palmer'],[16071],1
Scream,85191,['Gregg Palmer'],[16071],1
Five Guns to Tombstone,223147,['Gregg Palmer'],[16071],1
The Veils of Bagdad,413235,['Gregg Palmer'],[16071],1
Francis Goes to West Point,88677,['Gregg Palmer'],[16071],1
Menace on the Mountain,103801,['Gregg Palmer'],[16071],1
Hilda Crane,130933,['Gregg Palmer'],[16071],1
It Happens Every Thursday,219730,['Gregg Palmer'],[16071],1
The Raiders,326060,['Gregg Palmer'],[16071],1
The Redhead from Wyoming,77645,['Gregg Palmer'],[16071],1
True Grit: A Further Adventure,108807,"['Gregg Palmer', 'Lee Meriwether']","[16071, 16108]",2
Finger Man,46410,['Charles Maxwell'],[34014],1
Voyage to the Bottom of the Sea,2160,['Michael Ansara'],[16074],1
Guns of the Magnificent Seven,12625,['Michael Ansara'],[16074],1
Abbott and Costello Meet the Mummy,26661,['Michael Ansara'],[16074],1
It's Alive,28153,['Michael Ansara'],[16074],1
The Manitou,40060,['Michael Ansara'],[16074],1
Batman & Mr. Freeze: SubZero,15805,['Michael Ansara'],[16074],1
New Orleans Uncensored,44934,['Michael Ansara'],[16074],1
Batman Beyond: The Movie,64202,['Michael Ansara'],[16074],1
Day of the Animals,64976,['Michael Ansara'],[16074],1
Intrigue,66152,['Michael Ansara'],[16074],1
Yankee Buccaneer,91644,['Michael Ansara'],[16074],1
