movie,movie_id,guest_names,guest_ids,count
The Devil's Holiday,104215,['Morgan Farley'],[4076],1
Barricade,260409,['Morgan Farley'],[4076],1
Flamingo Road,27563,"['Morgan Farley', 'David Brian']","[4076, 16016]",2
A Man From Wyoming,376220,['Morgan Farley'],[4076],1
Scorpio,42738,"['Morgan Farley', 'John Colicos', 'Celeste Yarnall', 'William Smithers', 'Joanne Linville']","[4076, 15765, 15954, 16030, 16051]",5
The Mighty,422485,['Morgan Farley'],[4076],1
Sealed Cargo,174773,"['Morgan Farley', 'Skip Homeier']","[4076, 16017]",2
Soylent Green,12101,"['Morgan Farley', 'Celia Lovsky', 'Whit Bissell', 'Roy Jenson']","[4076, 15942, 13786, 12298]",4
Frankenstein,3068,['Jon Lormer'],[15721],1
Rooster Cogburn,17538,['Jon Lormer'],[15721],1
Kisses For My President,212713,['Jon Lormer'],[15721],1
One Man's Way,278310,"['Jon Lormer', 'William Windom', 'Ian Wolfe', 'Liam Sullivan']","[15721, 8499, 2782, 16086]",4
The Gazebo,1789,['Jon Lormer'],[15721],1
Dead Ringer,22543,"['Jon Lormer', 'Ken Lynch']","[15721, 2652]",2
Getting Straight,42588,"['Jon Lormer', 'Jeff Corey']","[15721, 9596]",2
A Tiger Walks,64872,['Jon Lormer'],[15721],1
The Gun And The Pulpit,244625,"['Jon Lormer', 'Jeff Corey']","[15721, 9596]",2
Creepshow,16281,['Jon Lormer'],[15721],1
Gunfight at Black Horses Canyon,140840,['Jon Lormer'],[15721],1
The Comancheros,30462,"['Jon Lormer', 'Michael Ansara']","[15721, 16074]",2
The Strange Case of Dr. Jekyll and Mr. Hyde,3024,['Torin Thatcher'],[10925],1
The Snows of Kilimanjaro,4460,['Torin Thatcher'],[10925],1
The Fallen Idol,21631,['Torin Thatcher'],[10925],1
The Crimson Pirate,11570,['Torin Thatcher'],[10925],1
The Black Shield Of Falworth,24442,['Torin Thatcher'],[10925],1
Jack the Giant Killer,25360,['Torin Thatcher'],[10925],1
I See a Dark Stranger,28006,['Torin Thatcher'],[10925],1
The Desert Rats,36554,['Torin Thatcher'],[10925],1
The Robe,29912,"['Torin Thatcher', 'Michael Ansara', 'Jay Robinson']","[10925, 16074, 16097]",3
Helen of Troy,42658,['Torin Thatcher'],[10925],1
Houdini,43192,"['Torin Thatcher', 'Ian Wolfe']","[10925, 2782]",2
Witness for the Prosecution,37257,"['Torin Thatcher', 'Ian Wolfe']","[10925, 2782]",2
Band of Angels,37311,['Torin Thatcher'],[10925],1
Affair in Trinidad,61430,['Torin Thatcher'],[10925],1
The 7th Voyage of Sinbad,15515,['Torin Thatcher'],[10925],1
Darby's Rangers,46615,['Torin Thatcher'],[10925],1
Love Is a Many-Splendored Thing,53879,"['Torin Thatcher', 'Keye Luke']","[10925, 16103]",2
Knock On Wood,55859,['Torin Thatcher'],[10925],1
The Sandpiper,77915,['Torin Thatcher'],[10925],1
"Blackbeard, the Pirate",120509,"['Torin Thatcher', 'Keith Andes', 'Anthony Caruso']","[10925, 15953, 16004]",3
Lady Godiva of Coventry,113939,['Torin Thatcher'],[10925],1
Now Barabbas,136239,['Torin Thatcher'],[10925],1
Istanbul,203562,['Torin Thatcher'],[10925],1
Diane,177046,['Torin Thatcher'],[10925],1
When The Bough Breaks,199731,['Torin Thatcher'],[10925],1
Hell of Borneo,217267,['Torin Thatcher'],[10925],1
Jassy,254141,['Torin Thatcher'],[10925],1
The Canadians,255083,['Torin Thatcher'],[10925],1
The King's Pirate,260127,['Torin Thatcher'],[10925],1
The End of the River,259470,['Torin Thatcher'],[10925],1
The Spy in Black,75363,['Torin Thatcher'],[10925],1
Let George Do It!,164142,['Torin Thatcher'],[10925],1
Saloon Bar,238730,['Torin Thatcher'],[10925],1
The Case of the Frightened Lady,30179,['Torin Thatcher'],[10925],1
Contraband,79684,['Torin Thatcher'],[10925],1
Night Train to Munich,41597,['Torin Thatcher'],[10925],1
"Old Mother Riley, MP",370158,['Torin Thatcher'],[10925],1
Climbing High,283404,['Torin Thatcher'],[10925],1
The Next of Kin,121009,['Torin Thatcher'],[10925],1
Drake of England,266818,['Torin Thatcher'],[10925],1
The Common Round,435400,['Torin Thatcher'],[10925],1
Drums of Africa,278800,"['Torin Thatcher', 'George Sawaya', 'Mariette Hartley']","[10925, 100799, 16131]",3
Gasbags,97749,['Torin Thatcher'],[10925],1
Major Barbara,38770,['Torin Thatcher'],[10925],1
Great Expectations,14320,['Torin Thatcher'],[10925],1
Jackie Brown,184,['Sid Haig'],[5695],1
THX 1138,636,"['Sid Haig', 'Ian Wolfe']","[5695, 2782]",2
The Devil's Rejects,1696,['Sid Haig'],[5695],1
Vampira: The Movie,30370,['Sid Haig'],[5695],1
Coffy,22021,"['Sid Haig', 'Booker Bradshaw']","[5695, 151402]",2
Foxy Brown,22048,['Sid Haig'],[5695],1
The Big Bird Cage,22910,['Sid Haig'],[5695],1
Wizards of the Lost Kingdom II,7237,['Sid Haig'],[5695],1
Night Of The Living Dead 3D,24927,['Sid Haig'],[5695],1
Brotherhood of Blood,12682,['Sid Haig'],[5695],1
Horror Business,28036,['Sid Haig'],[5695],1
Spider Baby,28504,"['Sid Haig', 'Beverly Washburn']","[5695, 15983]",2
"Black Mama, White Mama",28797,['Sid Haig'],[5695],1
Galaxy of Terror,28893,['Sid Haig'],[5695],1
Dead Man's Hand,29798,['Sid Haig'],[5695],1
Warlords,29901,['Sid Haig'],[5695],1
Loose Shoes,44805,['Sid Haig'],[5695],1
The Aftermath,46522,['Sid Haig'],[5695],1
C.C. and Company,50372,['Sid Haig'],[5695],1
Machete Maidens Unleashed!,70115,['Sid Haig'],[5695],1
Mimesis,70878,['Sid Haig'],[5695],1
Genuine Risk,90053,['Sid Haig'],[5695],1
Busting,84209,"['Sid Haig', 'Logan Ramsey']","[5695, 16031]",2
Pit Stop,92378,"['Sid Haig', 'Beverly Washburn']","[5695, 15983]",2
The Don Is Dead,94741,"['Sid Haig', 'Vic Tayback']","[5695, 14069]",2
A Dead Calling,58782,['Sid Haig'],[5695],1
Commando Squad,58990,['Sid Haig'],[5695],1
Savage Sisters,86515,['Sid Haig'],[5695],1
Beyond Atlantis,86742,['Sid Haig'],[5695],1
Thirsty,102121,['Sid Haig'],[5695],1
The Woman Hunt,98213,['Sid Haig'],[5695],1
Devil in My Ride,120211,['Sid Haig'],[5695],1
The No Mercy Man,105503,"['Sid Haig', 'Steve Sandor']","[5695, 15999]",2
The Host,132295,['Sid Haig'],[5695],1
Wonder Women,116445,['Sid Haig'],[5695],1
The Sacred,192415,['Sid Haig'],[5695],1
Hatchet III,167575,['Sid Haig'],[5695],1
Zombex,240507,['Sid Haig'],[5695],1
The Forbidden Dance,118430,['Sid Haig'],[5695],1
Death Car on the Freeway,216176,"['Sid Haig', 'Frank Gorshin']","[5695, 291]",2
Creature,73963,['Sid Haig'],[5695],1
"Pure in Heart: The Life and Legacy of Lon Chaney, Jr.",285876,['Sid Haig'],[5695],1
Diamonds Are Forever,681,['Sid Haig'],[5695],1
Smoke and Mirrors: The Story of Tom Savini,298043,"['Sid Haig', 'Fred Williamson']","[5695, 9811]",2
I Am Santa Claus,298445,['Sid Haig'],[5695],1
Little Big Top,40963,['Sid Haig'],[5695],1
Death House,287523,['Sid Haig'],[5695],1
Clapboard Jungle: Surviving the Independent Film Business,436786,['Sid Haig'],[5695],1
Bone Tomahawk,294963,['Sid Haig'],[5695],1
Dark Moon Rising,39564,['Sid Haig'],[5695],1
Chu Chu and the Philly Flash,58442,['Sid Haig'],[5695],1
The Inflicted,274081,['Sid Haig'],[5695],1
Abruptio,378160,['Sid Haig'],[5695],1
The Big Doll House,42517,['Sid Haig'],[5695],1
It's a Bikini World,91063,"['Sid Haig', ""William O'Connell""]","[5695, 15969]",2
Razor,406966,['Sid Haig'],[5695],1
I Heart Monster Movies,234652,['Sid Haig'],[5695],1
Goddess of Love,375554,['Sid Haig'],[5695],1
House of the Dead 2,29293,['Sid Haig'],[5695],1
To Hell and Back: The Kane Hodder Story,464756,['Sid Haig'],[5695],1
The Hatching of Spider Baby,465415,"['Sid Haig', 'Beverly Washburn']","[5695, 15983]",2
From Manila with Love,469300,['Sid Haig'],[5695],1
30 Even Scarier Movie Moments,424404,['Sid Haig'],[5695],1
Megaforce,27380,['Bobby Bass'],[16659],1
Jade,11863,['Bobby Bass'],[16659],1
"It's a Mad, Mad, Mad, Mad World",11576,['Madlyn Rhue'],[127646],1
Operation Petticoat,9660,"['Madlyn Rhue', 'Dick Crockett']","[127646, 14256]",2
Escape From Zahrain,118300,"['Madlyn Rhue', 'Anthony Caruso']","[127646, 16004]",2
A Majority of One,158800,['Madlyn Rhue'],[127646],1
He Rides Tall,211091,"['Madlyn Rhue', 'Tony Young']","[127646, 161297]",2
Kenner,272221,['Madlyn Rhue'],[127646],1
The Manhunter,400200,"['Madlyn Rhue', 'David Brian']","[127646, 16016]",2
Poor Devil,338016,"['Madlyn Rhue', 'Ken Lynch']","[127646, 2652]",2
Stranger on the Run,121713,['Madlyn Rhue'],[127646],1
Battleground,31623,['Ricardo Montalban'],[1793],1
Cannonball Run II,11950,['Ricardo Montalban'],[1793],1
Spy Kids 3-D: Game Over,12279,['Ricardo Montalban'],[1793],1
The Ant Bully,9906,['Ricardo Montalban'],[1793],1
Across the Wide Missouri,34269,['Ricardo Montalban'],[1793],1
Cheyenne Autumn,40630,['Ricardo Montalban'],[1793],1
Sayonara,40885,['Ricardo Montalban'],[1793],1
Sweet Charity,42618,"['Ricardo Montalban', 'Barbara Bouchet']","[1793, 16021]",2
Won Ton Ton: the Dog Who Saved Hollywood,36820,['Ricardo Montalban'],[1793],1
Madame X,42723,"['Ricardo Montalban', 'Warren Stevens']","[1793, 12310]",2
The Naked Gun: From the Files of Police Squad!,37136,['Ricardo Montalban'],[1793],1
Two Weeks with Love,43395,['Ricardo Montalban'],[1793],1
Neptune's Daughter,43437,['Ricardo Montalban'],[1793],1
On an Island with You,43446,['Ricardo Montalban'],[1793],1
Fiesta,43968,['Ricardo Montalban'],[1793],1
The Money Trap,44141,['Ricardo Montalban'],[1793],1
The Singing Nun,49863,['Ricardo Montalban'],[1793],1
Mystery Street,19170,['Ricardo Montalban'],[1793],1
Fade-In,84722,['Ricardo Montalban'],[1793],1
The Longest Hundred Miles,85701,['Ricardo Montalban'],[1793],1
Los amantes del desierto,104100,['Ricardo Montalban'],[1793],1
A Life in the Balance,106210,['Ricardo Montalban'],[1793],1
Hemingway's Adventures of a Young Man,111683,['Ricardo Montalban'],[1793],1
Love Is a Ball,129009,['Ricardo Montalban'],[1793],1
The Mark of Zorro,114721,['Ricardo Montalban'],[1793],1
The Kissing Bandit,130425,['Ricardo Montalban'],[1793],1
The Reluctant Saint,131837,['Ricardo Montalban'],[1793],1
Let No Man Write My Epitaph,116385,['Ricardo Montalban'],[1793],1
Wonder Woman,161620,['Ricardo Montalban'],[1793],1
Blue,169869,['Ricardo Montalban'],[1793],1
Latin Lovers,209970,['Ricardo Montalban'],[1793],1
Sombra Verde,176923,['Ricardo Montalban'],[1793],1
Right Cross,178607,['Ricardo Montalban'],[1793],1
Alice Through the Looking Glass,179721,['Ricardo Montalban'],[1793],1
La cortigiana di Babilonia,223168,['Ricardo Montalban'],[1793],1
The Pigeon,252891,['Ricardo Montalban'],[1793],1
Three for Jamie Dawn,242585,['Ricardo Montalban'],[1793],1
Sentinels of Silence,243349,['Ricardo Montalban'],[1793],1
"Gordon, il pirata nero",229124,['Ricardo Montalban'],[1793],1
Sombrero,229759,"['Ricardo Montalban', 'John Abbott']","[1793, 24826]",2
The Mark of the Renegade,271907,['Ricardo Montalban'],[1793],1
My Man and I,260064,['Ricardo Montalban'],[1793],1
Buenas Noches Año Nuevo,289597,['Ricardo Montalban'],[1793],1
Cinco fueron escogidos,297506,['Ricardo Montalban'],[1793],1
Escape from the Planet of the Apes,1687,"['Ricardo Montalban', 'William Windom', 'Jason Evers']","[1793, 8499, 16089]",3
Fireball Forward,278862,['Ricardo Montalban'],[1793],1
The Fantasticks,378595,['Ricardo Montalban'],[1793],1
Pepita Jimenez,336110,['Ricardo Montalban'],[1793],1
The Train Robbers,40682,['Ricardo Montalban'],[1793],1
La Fuga,338864,['Ricardo Montalban'],[1793],1
Perdida,347037,['Ricardo Montalban'],[1793],1
The Saracen Blade,365115,"['Ricardo Montalban', 'Michael Ansara']","[1793, 16074]",2
The Face of Fear,367733,['Ricardo Montalban'],[1793],1
The Desperate Mission,369426,"['Ricardo Montalban', 'Anthony Caruso']","[1793, 16004]",2
Joe Panther,382467,['Ricardo Montalban'],[1793],1
Spy Kids 2: The Island of Lost Dreams,9488,['Ricardo Montalban'],[1793],1
La spina dorsale del diavolo,149690,['Ricardo Montalban'],[1793],1
Los tres mosqueteros,82793,['Ricardo Montalban'],[1793],1
That's Entertainment! III,77448,['Ricardo Montalban'],[1793],1
Fatima,455952,['Ricardo Montalban'],[1793],1
The Aquarians,457035,"['Ricardo Montalban', 'Katherine Woodville']","[1793, 44687]",2
Behind the Planet of the Apes,17244,['Ricardo Montalban'],[1793],1
The Mark of Zorro,471397,['Ricardo Montalban'],[1793],1
Re-Animator,1694,['Robert Sampson'],[22048],1
The Dark Side of The Moon,2154,['Robert Sampson'],[22048],1
Paura nella città dei morti viventi,24920,['Robert Sampson'],[22048],1
Look in Any Window,34139,['Robert Sampson'],[22048],1
Netherworld,40115,['Robert Sampson'],[22048],1
Robot Jox,15618,['Robert Sampson'],[22048],1
Thursday's Game,220392,['Robert Sampson'],[22048],1
Della,253351,['Robert Sampson'],[22048],1
The Grass Is Always Greener Over the Septic Tank,256167,['Robert Sampson'],[22048],1
Hero's Island,189723,['Robert Sampson'],[22048],1
Ethan,321245,['Robert Sampson'],[22048],1
Shadow People,257176,['Robert Sampson'],[22048],1
Lassie: Well of Love,280546,['Robert Sampson'],[22048],1
Indecent Behavior,57766,['Robert Sampson'],[22048],1
The Broken Land,219082,['Robert Sampson'],[22048],1
In the Glitter Palace,467797,['Robert Sampson'],[22048],1
That Man Bolt,22058,"['Miko Mayama', 'Fred Williamson']","[15724, 9811]",2
Impasse,107328,"['Miko Mayama', 'Jeff Corey']","[15724, 9596]",2
Gokuaku bôzu: nenbutsu hitokiri tabi,243073,['Miko Mayama'],[15724],1
Daddy's Gone A-Hunting,85484,['Gene Lyons'],[153458],1
Kiss Her Goodbye,314030,['Gene Lyons'],[153458],1
Exodus,1941,['David Opatoshu'],[15744],1
The Defector,4529,['David Opatoshu'],[15744],1
Who'll Stop the Rain,31941,['David Opatoshu'],[15744],1
Forced Vengeance,32065,['David Opatoshu'],[15744],1
Party Girl,25633,['David Opatoshu'],[15744],1
Tarzan and the Valley of Gold,76081,"['David Opatoshu', 'Nancy Kovack']","[15744, 69763]",2
One Spy Too Many,79466,"['David Opatoshu', 'Yvonne Craig']","[15744, 16102]",2
Beyond Evil,88410,"['David Opatoshu', 'Michael Dante']","[15744, 15975]",2
Fishke der Krumer,249451,['David Opatoshu'],[15744],1
Guns of Darkness,258037,['David Opatoshu'],[15744],1
The Goldbergs,297138,['David Opatoshu'],[15744],1
Masada,62818,['David Opatoshu'],[15744],1
Under Siege,358075,['David Opatoshu'],[15744],1
Americathon,47819,['David Opatoshu'],[15744],1
Romance of a Horsethief,167286,['David Opatoshu'],[15744],1
Portrait: A Man Whose Name Was John,416090,"['David Opatoshu', 'John Colicos']","[15744, 15765]",2
Fail-Safe,502,['Frank Overton'],[6838],1
Wild River,82311,['Frank Overton'],[6838],1
The Last Mile,72002,['Frank Overton'],[6838],1
Desire Under the Elms,77960,['Frank Overton'],[6838],1
The Dark at the Top of the Stairs,114875,"['Frank Overton', 'Ken Lynch']","[6838, 2652]",2
An American Girl,379208,['Frank Overton'],[6838],1
Claudelle Inglish,129165,['Frank Overton'],[6838],1
No Way Out,28433,"['Frank Overton', 'Ian Wolfe']","[6838, 2782]",2
Quelqu'un derrière la porte,4679,['Jill Ireland'],[15753],1
Hard Times,22094,['Jill Ireland'],[15753],1
From Noon Till Three,6476,"['Jill Ireland', 'Davis Roberts']","[15753, 49939]",2
Breakheart Pass,8043,"['Jill Ireland', 'Roy Jenson']","[15753, 12298]",2
Breakout,31671,"['Jill Ireland', 'Roy Jenson']","[15753, 12298]",2
Città violenta,31672,['Jill Ireland'],[15753],1
The Valachi Papers,33357,['Jill Ireland'],[15753],1
Le passager de la pluie,27889,['Jill Ireland'],[15753],1
Death Wish 2,14373,['Jill Ireland'],[15753],1
Cold Sweat,42358,['Jill Ireland'],[15753],1
Love and Bullets,38082,['Jill Ireland'],[15753],1
Hell Drivers,44940,['Jill Ireland'],[15753],1
Raising the Wind,47834,['Jill Ireland'],[15753],1
Villa Rides,48564,['Jill Ireland'],[15753],1
Assassination,48686,['Jill Ireland'],[15753],1
The Mechanic,19403,"['Jill Ireland', 'Celeste Yarnall']","[15753, 15954]",2
Jungle Street,83472,['Jill Ireland'],[15753],1
"Valdez, il mezzosangue",73984,['Jill Ireland'],[15753],1
"So Evil, So Young",88061,['Jill Ireland'],[15753],1
"The Girl, the Gold Watch & Everything",152423,['Jill Ireland'],[15753],1
Robbery Under Arms,269519,['Jill Ireland'],[15753],1
Carry On Nurse,32107,['Jill Ireland'],[15753],1
The Battleaxe,401156,['Jill Ireland'],[15753],1
Girls of the Latin Quarter,403700,['Jill Ireland'],[15753],1
Caught,292062,['Jill Ireland'],[15753],1
Three Men in a Boat,252746,['Jill Ireland'],[15753],1
There's Always a Thursday,452368,['Jill Ireland'],[15753],1
Pay or Die!,37083,['Barry Russo'],[151491],1
Never Steal Anything Small,238786,"['Barry Russo', 'Anthony Caruso']","[151491, 16004]",2
Follow That Dream,18643,['Barry Russo'],[151491],1
Good Morning Miss Dove,4809,['Biff Elliot'],[41719],1
House of Bamboo,20942,['Biff Elliot'],[41719],1
Destination Inner Space,29297,['Biff Elliot'],[41719],1
Pork Chop Hill,37305,['Biff Elliot'],[41719],1
The Enemy Below,15876,['Biff Elliot'],[41719],1
Save the Tiger,38714,['Biff Elliot'],[41719],1
The Navy vs. the Night Monsters,87120,['Biff Elliot'],[41719],1
Cool Breeze,89656,['Biff Elliot'],[41719],1
The Dark,87706,['Biff Elliot'],[41719],1
The Hard Ride,95028,['Biff Elliot'],[41719],1
The Wild McCullochs,291861,"['Biff Elliot', 'Billy Curtis']","[41719, 102426]",2
Portrait of an Escort,368508,['Biff Elliot'],[41719],1
Beyond Reason,210993,"['Biff Elliot', 'Diana Muldaur', 'Diana Muldaur']","[41719, 16014, 16014]",3
The Front Page,987,['Biff Elliot'],[41719],1
Kotch,76002,['Biff Elliot'],[41719],1
Between Heaven and Hell,84567,"['Biff Elliot', 'Skip Homeier', 'Frank Gorshin']","[41719, 16017, 291]",3
Rough Night in Jericho,64963,"['Brad Weston', 'Steve Sandor']","[15756, 15999]",2
North by Northwest,213,"['Ken Lynch', 'Stanley Adams']","[2652, 1947]",2
The Honeymoon Machine,34768,['Ken Lynch'],[2652],1
I Married a Monster from Outer Space,43117,['Ken Lynch'],[2652],1
The Bonnie Parker Story,61669,['Ken Lynch'],[2652],1
Voice in the Mirror,81441,['Ken Lynch'],[2652],1
Man or Gun,85515,"['Ken Lynch', 'Warren Stevens']","[2652, 12310]",2
Seven Ways from Sundown,78550,['Ken Lynch'],[2652],1
Dear Heart,101226,"['Ken Lynch', 'Charles Drake']","[2652, 15978]",2
Paratroop Command,101274,['Ken Lynch'],[2652],1
The Legend of Tom Dooley,148855,['Ken Lynch'],[2652],1
Bad Charleston Charlie,182780,['Ken Lynch'],[2652],1
Mister Buddwing,207681,['Ken Lynch'],[2652],1
Portrait of a Mobster,174239,"['Ken Lynch', 'Leslie Parrish']","[2652, 14733]",2
"Run Silent, Run Deep",18784,['Ken Lynch'],[2652],1
Days of Wine and Roses,32488,"['Ken Lynch', 'Dick Crockett']","[2652, 14256]",2
Anatomy of a Murder,93,['Ken Lynch'],[2652],1
Apache Rifles,155685,"['Ken Lynch', 'Michael Dante']","[2652, 15975]",2
The Lawbreakers,332758,['Ken Lynch'],[2652],1
Unwed Mother,126959,['Ken Lynch'],[2652],1
Robinson Crusoe on Mars,7348,['Victor Lundin'],[1090742],1
ReVamped,22822,"['Victor Lundin', 'Fred Williamson']","[1090742, 9811]",2
Ma Barker's Killer Brood,103185,['Victor Lundin'],[1090742],1
The Theory of Everything,268021,['Victor Lundin'],[1090742],1
The Black Sleep,28437,['George Sawaya'],[100799],1
The Devil's Rain,38701,['George Sawaya'],[100799],1
Convict Stage,189084,['George Sawaya'],[100799],1
Fort Courageous,292190,['George Sawaya'],[100799],1
Batman,2661,"['George Sawaya', 'Dick Crockett', 'Gil Perkins', 'Frank Gorshin', 'Lee Meriwether']","[100799, 14256, 1214919, 291, 16108]",5
Hot Cars,38338,['George Sawaya'],[100799],1
Tales of Frankenstein,3203,['Peter Brocco'],[7074],1
House by the River,30014,"['Peter Brocco', 'Jane Wyatt']","[7074, 2021]",2
