name,id_num,movies,movie_ids
Frank Gorshin,291,"['Twelve Monkeys', 'Batman', 'That Darn Cat!', ""Rudolph's Shiny New Year"", 'Return to the Batcave: The Misadventures of Adam and Burt', 'Bloodmoon', ""Beethoven's 3rd"", 'Skidoo', 'Goliath Awaits', 'Sting of the Black Scorpion', 'Bells Are Ringing', 'The Proud and Profane', 'Where the Boys Are', 'Dragstrip Girl', 'Portland Exposé', 'Sail A Crooked Ship', 'The Big Story', 'Princess Ida', 'Invasion of the Saucer-Men', 'Castle Rock\xa0', 'Hot Rod Girl', 'From Hare To Eternity', 'Ride Beyond Vengeance', ""The Gnomes' Great Adventure"", 'Tank Battalion', 'Hollywood Vice Squad', 'Game Day', 'Superior Duck', 'Ring of Fire', 'The Creature of the Sunny Side Up Trailer Park', 'The George Raft Story', 'Studs Lonigan', 'Runaway Daughters', 'Sweet Justice', ""De Superman à Spider-Man: L'aventure des super-héros"", 'Death Car on the Freeway', 'Final Rinse', 'Sky Heist', 'Treasure Island', 'Twilight of the Ice Nymphs', 'The Meteor Man', 'The Rules (For Men)', 'Beverly Hills Bodysnatchers', 'Den Tüchtigen gehört die Welt', 'Manna from Heaven', 'Amore!', ""Joker's Wild"", 'Angels with Angles', 'Hot Resort', 'The Horror Hall of Fame: A Monster Salute', 'Midnight', 'CSI Las Vegas: Grave Danger', 'CSI Las Vegas: Grave Danger', 'Hail Caesar', 'Between Heaven and Hell', 'The Great Impostor', 'Uphill All The Way']","[63, 2661, 20723, 30059, 20776, 30948, 24476, 27470, 40593, 29055, 43029, 60525, 43049, 43227, 43237, 67114, 48506, 68328, 52199, 82936, 54673, 83787, 101308, 101538, 102092, 103601, 120108, 140695, 109203, 126568, 142924, 175948, 251380, 218555, 228088, 216176, 281662, 285301, 295971, 94653, 11244, 315991, 275328, 336633, 78528, 282433, 292209, 277310, 93935, 128462, 138385, 481085, 481085, 173299, 84567, 63887, 411108]"
Lou Antonio,13871,"['Cool Hand Luke', 'Hawaii', 'Sole Survivor', 'The Phynx', 'America America']","[903, 14689, 54588, 139718, 47249]"
David Hurst,16106,"[""Kelly's Heroes"", 'So Little Time', ""As Long as They're Happy"", 'After the Ball', 'Hello, Dolly!', 'Rough Shoot', 'Smart Alec', 'The Boys from Brazil']","[11589, 263391, 183656, 333243, 14030, 109020, 482987, 16241]"
Sharon Acker,131274,"['Point Blank', 'Happy Birthday to Me', 'The Hanged Man', 'Threshold', 'Our Man Flint: Dead on Target', 'The Stranger', 'Lucky Jim', ""Don't Let the Angels Fall"", 'Conquest of the Earth', 'Act of the Heart', 'The First Time']","[26039, 37936, 87611, 241939, 315797, 160799, 43233, 198664, 65288, 139713, 86767]"
Booker Bradshaw,151402,"['Coffy', 'Alice Through the Looking Glass', 'Skullduggery']","[22021, 176462, 273554]"
Kenneth Washington,1213331,['Westworld'],[2362]
Arthur Batanides,151511,"['The Unearthly', 'Cry Tough', 'The Feminist and the Fuzz', 'Man-Trap', 'Violent Road', 'The Cat Ate the Parakeet', 'Evil Roy Slade', 'The Leech Woman', 'Brannigan']","[31393, 62671, 247791, 83781, 107678, 184279, 25109, 52745, 27396]"
Lee Meriwether,16108,"['Return to the Batcave: The Misadventures of Adam and Burt', '4D Man', 'Cruise Into Terror', 'The Ultimate Gift', 'The Undefeated', 'Namu, the Killer Whale', 'The Legend of Lylah Clare', 'Angel In My Pocket', ""Brothers O'Toole"", 'The Ultimate Life', 'Silent But Deadly', 'Kitty', 'The Green Girl', ""The Courtship of Eddie's Father"", 'Batman', 'A Horse for Summer', 'Sunny in the Dark', 'Birthday Cake', 'The Ultimate Legacy', 'Breaking Legs', 'True Grit: A Further Adventure', 'Batman vs. Two-Face']","[20776, 26854, 28381, 14624, 18972, 84114, 86816, 121043, 107239, 195757, 249921, 379624, 286334, 42986, 2661, 316347, 365375, 288119, 380718, 454605, 108807, 464882]"
Jan Shutan,16112,"[""Dracula's Dog"", 'Message to My Daughter', 'The Seven Minutes', 'This House Possessed']","[26703, 252907, 5745, 109120]"
James Daly,13259,"['Planet of the Apes', 'Un esercito di cinque uomini', 'I Aim at the Stars', 'The Young Stranger', 'The Court-Martial of Billy Mitchell', 'Booked for Safekeeping', 'The Resurrection of Zachary Wheeler', 'Rose rosse per il  Führer', 'Wild in the Sky', 'The Big Bounce', 'The Storyteller', 'Give Us Barabbas!', 'An Enemy of the People']","[871, 38670, 99592, 112558, 118910, 202848, 246719, 105923, 278827, 110528, 359215, 410294, 462788]"
Louise Sorel,1214934,"['Get Christie Love!', 'When Every Day Was the Fourth of July']","[252144, 292529]"
James Drake,1637873,[],[]
Deborah Downey,16120,"['Lady Godiva Rides', 'Remote Control']","[29678, 60410]"
Mary Linda Rapelye,1579760,['The Proposal'],[18240]
Charles Napier,16119,"['The Silence of the Lambs', 'The Blues Brothers', 'Austin Powers: International Man of Mystery', 'Rambo: First Blood Part II', 'Dinocroc', 'Les deniers du culte', 'Beyond the Valley of the Dolls', 'Supervixens', 'Cherry, Harry & Raquel!', 'Center of the Web', 'Something Wild', 'Camping del terrore', 'One-Eyed Monster', 'Body Bags', 'Sunset Vampires', 'The Incredible Hulk Returns', 'Spirit: Stallion of the Cimarron', 'Deep Space', 'Alien degli abissi', 'Raw Justice', '3 Ninjas Knuckle Up', 'Miami Blues', 'Last Embrace', 'Alien Species', 'Second Chances', 'The Grifters', 'Ernest Goes to Jail', 'Love and Kisses', 'Jury Duty', 'The Goods: Live Hard, Sell Hard', 'One Man Force', 'Wacko', 'Moonfire', 'Future Zone', 'Hit List', 'Eyes of the Beholder', 'Armstrong', 'Suits on the Loose', 'Frogtown II', 'Max Is Missing', 'The Last Match', 'Felony', 'Sulle tracce del condor', 'Macon County Jail', 'Black Crescent Moon', 'Never Look Back', 'Instant Justice', 'Lonely Hearts', 'Treacherous Crossing', 'Pirates of the Plain', 'Body Shot', 'Married to the Mob', 'Philadelphia', 'Cop Target', 'Hornsby e Rodriguez - Sfida criminale', 'The Kid & I', 'Silk Degrees', 'The Cartier Affair', 'The Flying Misfits', ""Soldier's Fortune"", 'Indio 2 - La rivolta', 'Skeeter', 'Savage Land', 'Original Gangstas', ""Citizen's Band"", 'The Manchurian Candidate', 'The House Near the Prado', 'Bush Shrink', 'Your Name Here', 'China Lake', 'To Die, to Sleep', 'Cypress Edge', 'Ripper Man', 'The Night Stalker', 'Hard Justice', 'Thunder and Lightning', 'Lima: Breaking the Silence', 'Steel', 'Kidnapped', 'Ballistic', 'Dragonfight', 'Maniac Cop 2', 'The Seven Minutes', 'Fatal Pursuit', 'Swing Shift', ""National Lampoon's Loaded Weapon 1"", 'Limp Fangs: The Adventures of Count Malt Liquela', 'Very Mean Men', 'Melvin and Howard', 'Twisted Fate']","[274, 525, 816, 1369, 4289, 5675, 5722, 5725, 5742, 5756, 11300, 30879, 24133, 31578, 25543, 26881, 9023, 27662, 27909, 34750, 40508, 14931, 37923, 38109, 63872, 18129, 18943, 80626, 19326, 19905, 56725, 76681, 95322, 78201, 89526, 108130, 108928, 125720, 96469, 139837, 170577, 187553, 189725, 220407, 179741, 221888, 214521, 215130, 252324, 218970, 254677, 2321, 9800, 259984, 278372, 64972, 283345, 281563, 292810, 291691, 74594, 87517, 290465, 40507, 85325, 14462, 379231, 354735, 135252, 201297, 277706, 372931, 354669, 66474, 253711, 84080, 415289, 8854, 291580, 75899, 305972, 28090, 5745, 223184, 18446, 9644, 466609, 166283, 38772, 480239]"
Charlene Polite,160816,"[""Quella carogna dell'ispettore Sterling""]",[181043]
Diana Ewing,179145,"['The Way We Were', 'Play It As It Lays', '80 Steps to Jonah', 'A Knife for the Ladies', 'Washington: Behind Closed Doors']","[10236, 84796, 214890, 227603, 265967]"
Fred Williamson,9811,"['M*A*S*H', 'From Dusk Till Dawn', 'Black Caesar', 'That Man Bolt', 'Quel maledetto treno blindato', 'ReVamped', 'Vigilante', 'Children of the Corn V: Fields of Terror', 'Starsky & Hutch', 'Boss Nigger', 'Soft Target', ""I guerrieri dell'anno 2072"", 'Original Gangstas', 'Full Tilt Boogie', '1990: I guerrieri del Bronx', 'Take a Hard Ride', 'Three the Hard Way', 'Blackjack', 'BaadAsssss Cinema', 'I nuovi barbari', 'Delta Force Commando II: Priority Red One', 'American Grindhouse', 'Warrior of the Lost World', 'Pitch', 'Shadow Fury', 'Hammer', 'Mean Johnny Barrows', 'Zombie Apocalypse: Redemption', 'Hell Up In Harlem', 'Three Tough Guys', 'One Down, Two to Go', 'Delta Force Commando', 'Cobra nero', 'Bucktown', 'The Black Cobra 2', 'The Black Cobra 3', 'Joshua', 'Black Eye', 'Adiós Amigo', 'The Kill Reflex', ""Eurocrime! The Italian Cop and Gangster Films That Ruled the '70s"", 'Vivre pour survivre', 'Blind Rage', 'The Big Score', 'Crazy Joe', ""Eroi dell'inferno"", ""Down 'n Dirty"", 'Last Ounce of Courage', 'The Messenger', 'Mr. Mean', 'South Beach', 'Foxtrap', 'No Way Back', 'Silent Hunter', 'Transformed', 'Impatto mortale', 'Three Days To A Kill', 'Rhapsody', 'On the Edge', 'The Last Fight', ""Steele's Law"", 'Il cappotto di legno', 'Smoke and Mirrors: The Story of Tom Savini', 'Fist of Fear, Touch of Death', 'Half Nelson', 'Active Stealth', 'Submerged', 'The Outsider - Il Cinema Di Antonio Margheriti', 'Detective Malone', 'Street Poet', 'Atomic Eden', 'Deadlock', 'Fighting Words', 'Whatever it Takes', 'Death Journey', 'Deadly Intent', 'The Legend of Nigger Charley', 'State Of Mind', 'The Independent', 'Dropping Evil', 'The Soul of Nigger Charley', 'Der Nachtjäger', 'Check Point', '.357', 'Tell Me That You Love Me, Junie Moon', 'King Cohen: The Wild World of Filmmaker Larry Cohen', 'We Blew It', 'Express to Terror', 'A Chance in the World']","[651, 755, 22029, 22058, 22311, 22822, 23587, 25751, 9384, 26905, 34222, 40352, 40507, 36606, 61755, 44697, 63340, 39083, 67083, 48490, 80559, 70862, 52837, 52862, 54129, 90728, 91475, 85133, 78076, 96132, 96448, 87337, 87736, 87774, 87777, 87779, 79688, 88390, 88934, 89444, 99332, 89921, 89922, 107007, 107444, 109402, 113595, 130774, 157545, 119507, 191534, 165641, 201294, 205809, 212008, 220756, 242043, 229266, 247667, 260056, 276668, 260839, 298043, 31249, 328226, 84315, 79949, 336151, 111507, 281525, 372593, 391712, 45121, 121837, 90076, 170111, 87788, 280585, 81442, 178135, 91284, 239350, 442094, 281569, 78355, 448982, 475246, 479451, 485046]"
Jeff Corey,9596,"['Butch Cassidy and the Sundance Kid', 'The Cincinnati Kid', 'Bird on a Wire', 'Seconds', 'Follow Me Quietly', 'The Gangster', 'Mickey One', 'Messenger of Death', ""Dead Men Don't Wear Plaid"", 'Conan the Destroyer', 'The Boston Strangler', 'They Call Me Mister Tibbs!', 'Brute Force', 'Wake of the Red Witch', 'The Sword and the Sorcerer', 'Superman and the Mole-Men', 'Once a Thief', 'Battle Beyond the Stars', 'Lady in a Cage', 'Rawhide', 'Butch and Sundance: The Early Days', 'Canon City', 'The Last Tycoon', 'City Across the River', 'The Next Voice You Hear....', 'True Grit', 'Jennifer', 'Third Finger, Left Hand', 'In Cold Blood', 'My Friend Flicka', 'Der Schatz der Azteken', 'Hideout', ""Hoppy's Holiday"", 'Bright Leaf', 'Fourteen Hours', 'Something Evil', 'You Belong to Me', 'Shoot Out', 'Moonshine County Express', 'Paper Tiger', ""The Man Who Wouldn't Die"", 'Impasse', 'Roughshod', 'Cry For The Strangers', 'New Mexico', 'Red Mountain', 'Singing Guns', 'The Outriders', 'Never Trust a Gambler', 'Final Jeopardy', 'From Russia to Hollywood: The 100-Year Odyssey of Chekhov and Shdanoff', 'Bagdad', 'Homeward Bound', 'Somewhere in the Night', 'The Killers', 'Bitter Sweet', 'Oh, God!', 'Little Big Man', 'Alias a Gentleman', 'Color of Night', 'The Shocking Miss Pilgrim', 'Catlow', 'Beneath the Planet of the Apes', 'The Movie Murderer', 'Rock Island Trail', 'Kidnapped', 'Home of the Brave', 'Getting Straight', 'Tajna manastirske rakije', '...One Third Of A Nation...', 'The Premonition', 'The Yellow Canary', 'Miracle on 34th Street', 'The Gun And The Pulpit', 'Clay Pigeon', 'The Nevadan', 'The Lady from Cheyenne', 'Girl Trouble', 'The Prince Who Was a Thief', ""You'll Find Out"", 'The Wreck of the Hesperus', 'I, Jane Doe', ""The Magic Boy's Easter"", 'Only the Valiant', 'Frankenstein Meets the Wolf Man', 'A Deadly Silence', 'Second Serve', 'The Wild Geese']","[642, 886, 1727, 20620, 31167, 25735, 32609, 26172, 9442, 9610, 26690, 34732, 28297, 40718, 13945, 41800, 36514, 14460, 42787, 43380, 37598, 61908, 37774, 62091, 62188, 17529, 66762, 67368, 18900, 18992, 19194, 70315, 51655, 83116, 54139, 85483, 97193, 79735, 99846, 105240, 106060, 107328, 126374, 129547, 130380, 146856, 147862, 134459, 119089, 201828, 197330, 177231, 238250, 20000, 14638, 121695, 24032, 11040, 288678, 2124, 111042, 75130, 1685, 327961, 337602, 104663, 90807, 42588, 360839, 175620, 139349, 369132, 11881, 244625, 387957, 46367, 190833, 99212, 90976, 80720, 427302, 66079, 437355, 56597, 3076, 447484, 137445, 7010]"
Bob Herron,1016007,"['Sukeban: Octopus Pot', 'Saskatchewan', '$ Dollars', 'Oklahoma Crude']","[97986, 147905, 31644, 147106]"
Phillip Pine,16126,"['Red Light', 'Hoodlum Empire', 'Brainstorm', 'I Shot Jesse James', 'Under the Gun', 'Project X', 'The Phantom from 10,000 Leagues', 'Men in War', 'The Set-Up', 'Murder by Contract', 'Dead Heat on a Merry-Go-Round', 'The Price of Fear', 'The Lost Missile', 'The Crimebusters', 'Insurance Investigator', 'The Wild Blue Yonder', 'The Cat Ate the Parakeet', 'Money to Burn', 'Glass Houses', 'Hook, Line And Sinker', 'Run If You Can', 'The Clone Master', 'Outrage', 'Desert Hell', 'The Invasion of Carol Enders']","[25807, 26294, 28497, 41058, 29257, 29398, 29412, 61370, 17218, 18930, 68979, 51153, 94480, 115406, 116765, 201852, 184279, 342371, 382465, 109014, 183760, 337787, 103432, 464294, 291279]"
Lee Bergere,1214938,['Bob & Carol & Ted & Alice'],[26520]
Barry Atwater,16125,"['Vice Raid', 'Return of the Gunfighter', 'Nightmare', 'The Night Stalker', 'The Rack', 'The Teacher', 'The Hard Man', 'As Young As We Are', 'Battle at Bloody Beach', 'The True Story of Lynn Stuart', 'Sweet Bird of Youth', 'The Kid from Not-So-Big']","[27280, 179087, 35418, 15360, 82838, 87884, 138308, 170488, 38658, 346932, 33632, 404631]"
Anna Karen,84360,"['Mutiny on the Buses', 'On the Buses', 'Holiday on the Buses', 'Nudist Memories', 'Beautiful Thing', 'Carry On Camping', 'Carry On Loving', 'Flick', 'Poor Cow', 'On the Buses Box 1 DVD 1', 'On the Buses Box 1 DVD 2']","[40570, 19243, 19249, 398209, 10938, 19307, 24570, 26772, 76072, 479420, 479505]"
Kermit Murdock,1214937,[],[]
Johnny Haymer,151695,"[""Mongo's Back in Town"", 'Annie Hall', 'Open House']","[191278, 703, 85157]"
Mariette Hartley,16131,"['Marnie', 'Barquero', 'Marooned', 'The Return of Count Yorga', 'Ride the High Country', 'The Magnificent Seven Ride!', '1969', 'Swimming with Dolphins', 'Angels', 'Novel Romance', 'Genesis II', 'Falling from the Sky: Flight 174', 'No Place to Hide', 'Child of Rage', 'Skyjacked', 'Bride of the Incredible Hulk', 'Earth II', 'Sandcastles', ""The Halloween That Almost Wasn't"", 'Baggage', 'Drop-Out Father', 'Diagnosis Murder', 'M.A.D.D.: Mothers Against Drunk Drivers', 'Improper Channels', 'Drums of Africa', 'The Last Hurrah', 'Love Is a Four Letter Word', 'Encino Man', 'Meet The Santas', 'Silver Skies', 'Silence of the Heart', 'Three Days in August', ""The Secret War of Jackie's Girls""]","[506, 32142, 40140, 28855, 36206, 43417, 47817, 72942, 379563, 55171, 56769, 76036, 85190, 86131, 87514, 79989, 140354, 132892, 192367, 242195, 242408, 258404, 263064, 311007, 278800, 359085, 354638, 10406, 393196, 417341, 320753, 439007, 448308]"
